Category,Product Name,Location,Price,Overall Rating,Number Sold,Total Review,Customer Rating,Customer Review,Sentiment,Emotion,Customer Review_en
Party Supplies and Craft,lilin tealight / lilin tungku aromaterapi / lilin pesta - type 303,Jakarta Barat,68000,4.9,601,209,5,barang saya terima dgn baik dan benar dan tepat waktu,Positive,Happy,I receive the items well and correctly and on time
Party Supplies and Craft,lilin tealight / lilin tungku aromaterapi / lilin pesta - type 303,Jakarta Barat,68000,4.9,601,209,5,packing nya rapi. brg pesanan dlm keadaan baik,Positive,Happy,The packing is neat.ordered goods in good condition
Party Supplies and Craft,lilin tealight / lilin tungku aromaterapi / lilin pesta - type 303,Jakarta Barat,68000,4.9,601,209,5,packaging rapi shg lilin datang tetap utuh response penjual cpt,Positive,Happy,Neat Packaging Shg Candles Come still intact Response Cpt Seller
Party Supplies and Craft,lilin tealight / lilin tungku aromaterapi / lilin pesta - type 303,Jakarta Barat,68000,4.9,601,209,5,"Barang diterima dgn aman, respon cepat, paking rapi, waktu pengiriman lebih cepat dr jadwal. Makasih.",Positive,Happy,"Goods are received safely, fast response, neat packing, shipping time faster than schedule.Thanks."
Party Supplies and Craft,lilin tealight / lilin tungku aromaterapi / lilin pesta - type 303,Jakarta Barat,68000,4.9,601,209,5,"mantab, lilinya sesuai makasih ya",Positive,Happy,"great, the candles are according to thanks"
Party Supplies and Craft,lilin tealight / lilin tungku aromaterapi / lilin pesta - type 303,Jakarta Barat,68000,4.9,601,209,5,"Produk sesuai, respon cepat, pengiriman cepat",Positive,Happy,"Appropriate product, fast response, fast shipping"
Party Supplies and Craft,lilin tealight / lilin tungku aromaterapi / lilin pesta - type 303,Jakarta Barat,68000,4.9,601,209,5,produk bagus. paking aman rapi. respon kirim cepat.,Positive,Happy,Good product.The packing is safe neat.Fast Send Response.
Party Supplies and Craft,"PAPER TRAY TATAKAN MAKAN KERTAS / PIRING KERTAS UNTUK RESTORAN CAFE - Cokelat, 12x12 cm",Jakarta Barat,349,5.0,40300,126,5,brg di trima dgn baik n respon cepat tks,Positive,Happy,BRG is well received and TTS fast response
Party Supplies and Craft,"PAPER TRAY TATAKAN MAKAN KERTAS / PIRING KERTAS UNTUK RESTORAN CAFE - Cokelat, 12x12 cm",Jakarta Barat,349,5.0,40300,126,5,"Bagus, cepat, packaging aman ??",Positive,Happy,"Good, fast, safe packaging ??"
Party Supplies and Craft,"PAPER TRAY TATAKAN MAKAN KERTAS / PIRING KERTAS UNTUK RESTORAN CAFE - Cokelat, 12x12 cm",Jakarta Barat,349,5.0,40300,126,5,barang sesuai Terima kasih,Positive,Happy,Items according to thank you
Party Supplies and Craft,"PAPER TRAY TATAKAN MAKAN KERTAS / PIRING KERTAS UNTUK RESTORAN CAFE - Cokelat, 12x12 cm",Jakarta Barat,349,5.0,40300,126,5,produk sangat baik dan pengemasan rapi,Positive,Happy,very good products and neat packaging
Party Supplies and Craft,"PAPER TRAY TATAKAN MAKAN KERTAS / PIRING KERTAS UNTUK RESTORAN CAFE - Cokelat, 12x12 cm",Jakarta Barat,349,5.0,40300,126,5,"Barang sesuai, Terima kasih",Positive,Happy,"The item is appropriate, thank you"
Party Supplies and Craft,HARGA GROSIR KEMBANG API ROMAN CANDLE 8 SHOTS 0.8' (SATUAN)!!,Kota Bekasi,13500,4.9,19600,1410,5,Mantap respon cepat bgt... lebih cepat dari estimasinya,Positive,Happy,Great response is very fast ... faster than the estimation
Party Supplies and Craft,HARGA GROSIR KEMBANG API ROMAN CANDLE 8 SHOTS 0.8' (SATUAN)!!,Kota Bekasi,13500,4.9,19600,1410,5,Mantap barang sesuai pesanan,Positive,Happy,Great goods according to the order
Party Supplies and Craft,HARGA GROSIR KEMBANG API ROMAN CANDLE 8 SHOTS 0.8' (SATUAN)!!,Kota Bekasi,13500,4.9,19600,1410,5,mantul gan u kembang api roman 8shot nya ssuai diskripsi nya.. pengiriman nya juga cpt..maaf telat ulas nya ya gan barng uda di coba mantap..tks ya gan sukses selalu,Positive,Happy,"Mantul Gang Roman fireworks 8 shots according to the description ... the shipment is also cpt ... sorry for the late, bro, bro, you have tried it great ... yes, bro, always success"
Party Supplies and Craft,HARGA GROSIR KEMBANG API ROMAN CANDLE 8 SHOTS 0.8' (SATUAN)!!,Kota Bekasi,13500,4.9,19600,1410,5,barang'a mantap jooss,Positive,Happy,Great goods Jooss
Party Supplies and Craft,BALON FOIL ASTRONOT UFO GALAXY SERIES HAPPY BIRTHDAY PESTA MURAH - B0569 UFO,Jakarta Utara,6880,4.8,404,56,5,Lambat,Negative,Sadness,Slow
Party Supplies and Craft,box clover segi 4 / kotak kado hadiah gift makanan cd bingkisan,Kota Tangerang,12900,4.7,3930,395,1,barang dikrm beda dgn yg pesan,Negative,Sadness,The item is sent different from the message
Party Supplies and Craft,box clover segi 4 / kotak kado hadiah gift makanan cd bingkisan,Kota Tangerang,12900,4.7,3930,395,1,ada bagian yang sobek,Negative,Sadness,there is a torn part
Party Supplies and Craft,box clover segi 4 / kotak kado hadiah gift makanan cd bingkisan,Kota Tangerang,12900,4.7,3930,395,1,Ga dikirim barangnya :(,Negative,Sadness,Not sent the item :(
Party Supplies and Craft,box clover segi 4 / kotak kado hadiah gift makanan cd bingkisan,Kota Tangerang,12900,4.7,3930,395,2,"brg yg diterima tidak sama dgn yg di etalase toko, tipis seperti kotak nasi padang, pdhl dikira tebal krn utk kirim kado ke luar kota...",Negative,Sadness,"The items received are not the same as those in the storefront, thin like Padang rice boxes, PDHL is thought to be thick because to send gifts out of town ..."
Party Supplies and Craft,box clover segi 4 / kotak kado hadiah gift makanan cd bingkisan,Kota Tangerang,12900,4.7,3930,395,2,Gak ada instruksinya.. bingung jadinya,Negative,Sadness,There is no instruction .. confused so
Party Supplies and Craft,Gantungan kait lengket transparan mudah dipasang kamar mandi dapur,Jakarta Utara,499,4.8,9969,794,1,Barang tidak ada dalam pengiriman. Malah di kirim timbangan,Negative,Sadness,"The goods are not in shipping.In fact, it was sent a scale"
Party Supplies and Craft,Gantungan kait lengket transparan mudah dipasang kamar mandi dapur,Jakarta Utara,499,4.8,9969,794,1,barang tidak ada dalam paket,Negative,Sadness,goods are not in the package
Party Supplies and Craft,Kardus untuk keamanan packing,Kota Surabaya,1030,4.8,8490,3864,1,"kardus gak dikirim, jadi hanya di packing pake plastik doank... sangat mengecewakan...",Negative,Sadness,"Cardboard is not sent, so only in packing using plastic ... very disappointing ..."
Party Supplies and Craft,Kardus untuk keamanan packing,Kota Surabaya,1030,4.8,8490,3864,1,"padahal add kardus, tp gak dikasih. dan packingan dari kurir jg udah robek ????",Negative,Sadness,"Even though add cardboard, but not given.And the package from the courier is also torn ????"
Party Supplies and Craft,Kardus untuk keamanan packing,Kota Surabaya,1030,4.8,8490,3864,2,"Sedikit kecewa karena packingan kardus berbyr ternyata benar� hanya 1 kardus tdk ada tambahan pelindung apapun shg pesanan sy penyok juga, gmana klo tdk pki kardus berbyr mgkn pesanan sy tdk terbks sama sekali (rusak total).",Negative,Sadness,"A little disappointed because the cardboard package was actually true� only 1 cardboard there is no additional protector anyway so that the order is also a dent, how if it is not a cardboard box, the order is not at all (totally damaged)."
Party Supplies and Craft,KOREK API ELEKTRIK FINGERPRINT TOUCH LED SENSOR RECHARGEABLE IMPORT,Jakarta Utara,15999,4.8,3491,875,1,"paketnya datang cuman bungkusnya doang, barangnya sudah nda ada,",Negative,Sadness,"The package came only the package, the item was already there,"
Party Supplies and Craft,lilin tealight / lilin tungku aromaterapi / lilin pesta - type 303,Jakarta Barat,68000,4.9,601,209,1,sumbu lilin kecil. nyala susah dan api kecil. jelek.,Negative,Sadness,small wax axis.Difficult flame and small fire.Bad.
Party Supplies and Craft,lilin angka gold / Lilin Ultah emas / Lilin Angka ulang tahun gold - tiga,Jakarta Utara,5000,4.9,30400,2224,1,"Kondisi box mika lilin sudah seperti di foto dan lilin juga ada cacatnya. Semestinya dibungkus pakai bubble wrap bukan hanya plastik tipis, pun plastiknya tidak dilem sama sekali. Cara seller package barang harus dibenarin lagi, lebih baik pakai kardus box daripada kardus mie instan selapis saja, untung barang yang dibeli tidak ada yang rusak. Saya benar-benar kecewa si dengan servis toko ini, bakal mikir berkali-kali untuk belanja disini lagi.",Negative,Sadness,"The condition of the Mika candle box is like in the photo and candle also has a defect.It should be wrapped in bubble wrap not just thin plastic, even the plastic is not glued at all.How to Seller Package Goods must be attracted again, it's better to use cardboard boxes rather than cardboard instant noodles only, fortunately the goods purchased are not damaged.I am really disappointed with the service of this shop, I will think many times to shop here again."
Party Supplies and Craft,lilin angka gold / Lilin Ultah emas / Lilin Angka ulang tahun gold - tiga,Jakarta Utara,5000,4.9,30400,2224,1,Pesen ini tp stok habis kecewa,Negative,Sadness,This message but the stock has been disappointed
Party Supplies and Craft,Custom Kartu FLAZZ BCA 2 sisi Bisa Cetak Foto / Gambar Bebas,Jakarta Barat,60000,4.9,12100,3273,1,"Kualitas Kurang bagus, kalau di pegang masih masih terasa banget seperti stiker dan benar setelah di tes gampang terkelupas, Not Recomended, Kualitas begini banyak yg lebih murah",Negative,Sadness,"Quality is not good, if held still still feels like a sticker and is true after the test is easily peeled off, not recommended, this quality is a lot of cheaper"
Party Supplies and Craft,[GO SEND] Bubble Wrap 50m x 125cm Premium Quality,Jakarta Barat,110000,5.0,66600,9058,1,Pengiriman sangat lama,Negative,Sadness,Very long delivery
Party Supplies and Craft,Lem Balon / Perekat Balon / Ballon Glue,Jakarta Utara,4900,4.9,19200,3204,1,kecewa,Negative,Sadness,disappointed
Party Supplies and Craft,Lem Balon / Perekat Balon / Ballon Glue,Jakarta Utara,4900,4.9,19200,3204,1,"barang yang di gambar itu sudah saya bereskan ulang . lem balon nya gak ada . sudah dikomplain ke pihak tokopedia , biaya nya sudah kembali ke saya tapi tetep ada rasa kecewa karna penjual lagi� tidak menginformasikan ketersediaan barang dan saya lagi perlu banget . maaf dikasih rate segitu .",Negative,Sadness,"The item in the picture I have re -fix it.There is no balloon glue.Already complained to the Tokopedia, the cost has returned to me but there is still a sense of disappointment because the seller again does not inform the availability of goods and I really need.Sorry to be given that rate."
Party Supplies and Craft,Lem balon / perekat balon / glue dot ballon / tempelan balon,Jakarta Barat,3000,4.9,7911,1094,1,"kecewa..!!!! orderan nya ga langsug di proses, pdhl sudah bayar pakai gosend instan!!!",Negative,Sadness,"disappointed..!!!!The order is not immediately processed, even though I have paid using an instant gosend !!!"
Party Supplies and Craft,Bubble Wrap Packing Tambahan,Kab. Tangerang,2000,4.7,1821,800,1,katanya disuruh pakai bubblewrap utk keamanan barang... tapi tetep aja barangnya ga dikasih bubblewrap. padahal berbayar,Negative,Sadness,he said he was told to use bubble wrap for the safety of goods ... but still the goods were not given bubblewrap.even though paid
Party Supplies and Craft,Deli Paper Craft / Origami 400 Lembar 2 Warna Dengan Box 7481X - 150x150mm 100L,Kab. Tangerang,27000,4.8,430,1385,1,sangat kecewa...karrna keterNgannya 400 lembar...,Negative,Sadness,very disappointed ... because of the statement 400 sheets ...
Party Supplies and Craft,Maries Acrylic Colour 30ml / Cat Acrylic Maries / Cat Akrilik Maries - ROSE,Kota Bandung,10000,4.9,17100,1227,1,"Awalnya Saya Tanya 9 Warna, semua ready, setelah bayar ( 27 jam kemudian ) Baru dibilang beberapa ( 4 Warna ) habis. Jgn kayak gitulah, jadinya Sy harus Cari lagi warnanya",Negative,Sadness,"Initially I asked 9 colors, all ready, after paying (27 hours later) only said a few (4 colors) run out.Don't be like that, so I have to look for the color again"
Party Supplies and Craft,Maries Acrylic Colour 30ml / Cat Acrylic Maries / Cat Akrilik Maries - ROSE,Kota Bandung,10000,4.9,17100,1227,1,"Terlepas dari apapun alasan seller katanya barang sudah keluar kasir atau apalah udah dikirim katanya ,ternyata baru dikirim setelah 2 hari transaksi dilakukan,cukup kecewa dengan pelayanan yg sprti itu karena saya butuh untuk tugas kampus.",Negative,Sadness,"Apart from whatever the reasons for the seller, he said the goods had been out of the cashier or whatever had been sent, it turned out that it was only sent after 2 days of transactions, quite disappointed with the services that were like that because I needed for campus assignments."
Party Supplies and Craft,"168 pcs - pensil warna, alat tulis set crayon, coloring set, colouring - Biru",Kota Tangerang,99000,4.8,912,350,1,Barang yg saya terima rusak...pecah tempat krayonnya...saya ngga tau itu kesalahan dari toko karna dikemasnya terlalu bersemangat atau bagian pengirimannya... kecewa..,Negative,Sadness,The item I received was broken ... broke the crayon place ... I didn't know that it was a mistake from the shop because it was too excited or the shipping section ... disappointed ..
Party Supplies and Craft,CUSTOM FLAZZ BCA GEN 2 ATAU FLAZZ BCA GENERASI 2 SALDO 0 PRINT 1SISI - FLAZZ 2SISI,Jakarta Pusat,55000,4.9,5899,1822,1,Penjual kurang teliti memberi saran kpd Pembeli. Hasil embossed nama berwarna putih kontras sekali dan jelek perpaduannya. Minta Nomor diembose pun sdh tercatat tapi Penjual juga lalai mengkomentari shg hasilnya pun jg tdk diembosed. MENGECEWAKAN. Saya ga bisa ksh Foto krn ada Nama nya tercetak.,Negative,Sadness,"The seller is less careful in giving advice to the buyer.The results of embossed names are very contrasting white and ugly the combination.Asking for the number to be recorded, but the seller is also negligent commented on the results, the results are also not coated.DISAPPOINTING.I can't take a photo because there is a printed name."
Party Supplies and Craft,balon latex macaron jumbo / balon doff pastel dekorasi macaron 18 inch - Biru Muda,Jakarta Utara,4500,4.9,14100,815,1,barangnya sama sekali gak sampai. pesan juga balon hati juga beda. gak sesuai.,Negative,Sadness,The goods don't arrive at all.Order also a heart balloon is also different.not appropriate.
Party Supplies and Craft,balon latex macaron jumbo / balon doff pastel dekorasi macaron 18 inch - Biru Muda,Jakarta Utara,4500,4.9,14100,815,1,Gede balonnya tidak sebesar yg di iklan.,Negative,Sadness,The balloon is not as big as the ad.
Party Supplies and Craft,Balon Latex / Balon Metalik / Metalic Balloon Chrome 12inch - Lylac,Jakarta Utara,990,4.9,16100,204,1,Padahal udah tanya sebelumnya sama penjualnya ada ga balon warna gold dama silver ? Kalo ada mau pesen balo gold sama silvernya aja 10 pcs. Yang dateng warna warni kayak gini. Sebelumnya udah chating katanya oke hufth padahal udah 2 kali beli di sini baru kali ini aku kecewa,Negative,Sadness,"Even though I asked before the seller was there or not a gold balloon Dama Silver?If you want to order Balo Gold and only 10 pcs.The colorful come like this.Previously, he had already chatted, he said, hufth, even though I bought it twice here, this was the first time I was disappointed"
Party Supplies and Craft,Balon LED RGB LENGKAP 2/BOBO LED/Balon Lampu Tumblr 3 MODE + Gagang,Jakarta Barat,7900,4.8,19800,1298,1,kecewa dengan pelayanan toko ini. ada barang bermasalah disuruh tekan komplain tetapi kenyataannya ribet dibelakangnya. kapok belanja disini. barang hanya senilai 7rb tetapi minta video sampai 3x & barang tidak berfungsi masih saja menolak komplain. semoga berkah,Negative,Sadness,disappointed with the service of this shop.There are problematic items told to press the complaint but the reality is complicated behind it.Kapok shopping here.Items are only worth 7 thousand but ask for video up to 3x & the item does not function still refused complaints.hopefully it is blessed
Party Supplies and Craft,Balon LED RGB LENGKAP 2/BOBO LED/Balon Lampu Tumblr 3 MODE + Gagang,Jakarta Barat,7900,4.8,19800,1298,1,balonnya kecil sekali ga sesuai gambar..ga bagus kualitas..ketipu dr gambar nya..kecewa,Negative,Sadness,the balloon is very small not according to the picture ... no good quality ... cheating from the picture ... disappointed
Party Supplies and Craft,Balon LED RGB LENGKAP 2/BOBO LED/Balon Lampu Tumblr 3 MODE + Gagang,Jakarta Barat,7900,4.8,19800,1298,1,balon nya kecil bngt,Negative,Sadness,The balloon is very small
Party Supplies and Craft,Balon LED RGB LENGKAP 2/BOBO LED/Balon Lampu Tumblr 3 MODE + Gagang,Jakarta Barat,7900,4.8,19800,1298,1,Aktual barang sangat tidak sesuai dengan harapan,Negative,Sadness,Actual goods are very incompatible with expectations
Party Supplies and Craft,Balon LED RGB LENGKAP 2/BOBO LED/Balon Lampu Tumblr 3 MODE + Gagang,Jakarta Barat,7900,4.8,19800,1298,1,1 pc warna pink. lampunya copot.. di chat complain gak dibales... kecewa sedikit,Negative,Sadness,1 PC pink.The lights are dislodged .. in chat complaints not dibales ... disappointed a little
Party Supplies and Craft,Balon LED RGB LENGKAP 2/BOBO LED/Balon Lampu Tumblr 3 MODE + Gagang,Jakarta Barat,7900,4.8,19800,1298,3,gak nyala padahal batt udah baru. anak sy jd kecewa. mau ditukar jg barang cm brp ribu,Negative,Sadness,It doesn't turn on even though the battery is new.My son is disappointed.want to be exchanged too goods cm brp thousand
Party Supplies and Craft,Balon LED RGB LENGKAP 2/BOBO LED/Balon Lampu Tumblr 3 MODE + Gagang,Jakarta Barat,7900,4.8,19800,1298,3,"susah payah narik balonnya biar mekar, eh bolong...",Negative,Sadness,"hard to pull the balloon to bloom, eh perforated ..."
Party Supplies and Craft,Balon LED RGB LENGKAP 2/BOBO LED/Balon Lampu Tumblr 3 MODE + Gagang,Jakarta Barat,7900,4.8,19800,1298,3,bli 2 cuma 1 yang nyala jadi kecewa,Negative,Sadness,BLI 2 Only 1 who was on being disappointed
Party Supplies and Craft,Stick Cup Standing Balon / Tatakan balon / Tiang Dekorasi / Gate balon,Jakarta Utara,18000,4.9,7470,1499,1,"barang yang di gambar itu sudah saya bereskan ulang . tatakan balon nya gak ada . sudah dikomplain ke pihak tokopedia , biaya nya sudah kembali ke saya tapi tetep ada rasa kecewa karna penjual lagi� tidak menginformasikan ketersediaan barang dan saya lagi perlu banget . maaf dikasih rate segitu .",Negative,Sadness,"The item in the picture I have re -fix it.The balloon is not there.Already complained to the Tokopedia, the cost has returned to me but there is still a sense of disappointment because the seller again does not inform the availability of goods and I really need.Sorry to be given that rate."
Party Supplies and Craft,Stick Cup Standing Balon / Tatakan balon / Tiang Dekorasi / Gate balon,Jakarta Utara,18000,4.9,7470,1499,1,"NOT RECOMENDED SELLER ,gara2 Ini toko .. surprise buat ultah moment yg penting hancur gitu aja, .. parahhhhh ..nyesel banget,banget belanja ditoko ini !!!!!!",Negative,Sadness,"Not recommended seller, because this is a shop ... surprise for the birthday of the important moment just broken, .. Parahhhhh .. really after, really shopping in this shop !!!!!!"
Party Supplies and Craft,Stick Cup Standing Balon / Tatakan balon / Tiang Dekorasi / Gate balon,Jakarta Utara,18000,4.9,7470,1499,2,"agak kecewa karena ga sesuai ekspektasi gambar yg tangkainya begitu bening dan nampak kuat, cuma 3 yg bener ukuran skitar 38cm, yg 4 lainya sambungan.",Negative,Sadness,"a little disappointed because it does not match the expectations of the images whose stems are so clear and look strong, only 3 are really the size of 38cm, the other 4 connections."
Party Supplies and Craft,BALON FOIL BANDO KARAKTER MIX BANDO ANAK MOTIF HEWAN HEADBAND ANIMAL 1 - S023,Jakarta Utara,1498,4.9,13600,291,1,Penjual lambat respon penjual. Barang lama dikirim. Keburu basi nih balon.,Negative,Anger,Slow seller's seller.Old goods are sent.Hurry stale balloons.
Party Supplies and Craft,BALON FOIL ASTRONOT UFO GALAXY SERIES HAPPY BIRTHDAY PESTA MURAH - B0569 UFO,Jakarta Utara,6880,4.8,404,56,1,"packing tidak rapih.. balon foil kusut, tidak dilipat, hanya dikuntal-kuntal dimasukkan kedalam plastik.. kalau yg size kecil masih oke.. tp yg size besar jadi pada lecek dan kusut.. padahal dari awal chat saya udah bilang buat dijual lg... kalau sudah lecek begini gak mungkin saya kasih ke orang.",Negative,Anger,"Packing is not neat .. Foil balloon is tangled, not folded, only dikapted put into plastic ... if the small size is still okay ... but the big size is so it is scattered and tangled ... even though from the beginning the chat I told you to be sold again ... if it's already scattered like this, I might not give it to people."
Party Supplies and Craft,box clover segi 4 / kotak kado hadiah gift makanan cd bingkisan,Kota Tangerang,12900,4.7,3930,395,1,"Ga jelas ga ada instruksinya, rakitnya ginana... sepertinya juga barangnya beda sama yg saya pesan.",Negative,Anger,"It is not clear there is no instruction, the raft is Ginana ... it seems like the goods are different from what I ordered."
Party Supplies and Craft,box clover segi 4 / kotak kado hadiah gift makanan cd bingkisan,Kota Tangerang,12900,4.7,3930,395,2,Pengiriman lama dan tidak ada cara perakitan box yang susah.,Negative,Anger,Long delivery and no difficult way to assemble boxes.
Party Supplies and Craft,box clover segi 4 / kotak kado hadiah gift makanan cd bingkisan,Kota Tangerang,12900,4.7,3930,395,2,"Susah d bikinnya, ga ngerti, ribet... packing juga kurang... bahkan ada yg lecek dan robek kertasnya... ya uda lah",Negative,Anger,"It's hard to make it, don't understand, complicated ... packing is also lacking ... some are even worn and torn the paper ... yes already"
Party Supplies and Craft,Gantungan kait lengket transparan mudah dipasang kamar mandi dapur,Jakarta Utara,499,4.8,9969,794,1,Penjual gak jujur !! Respon kebanyakan BOT!,Negative,Anger,Seller is not honest !!Response mostly BOT!
Party Supplies and Craft,Gantungan kait lengket transparan mudah dipasang kamar mandi dapur,Jakarta Utara,499,4.8,9969,794,1,"Beli 6 cuma dikirim 5, males complain ??",Negative,Anger,"Buy 6 only sent 5, lazy complaints ??"
Party Supplies and Craft,Gantungan kait lengket transparan mudah dipasang kamar mandi dapur,Jakarta Utara,499,4.8,9969,794,1,Barang tidak dikirimkan ??,Negative,Anger,The goods are not sent ??
Party Supplies and Craft,Gantungan kait lengket transparan mudah dipasang kamar mandi dapur,Jakarta Utara,499,4.8,9969,794,2,jelekkkk,Negative,Anger,uglykkk
Party Supplies and Craft,Gantungan kait lengket transparan mudah dipasang kamar mandi dapur,Jakarta Utara,499,4.8,9969,794,3,kurang kuat....lem nya lemah,Negative,Anger,less strong .... the glue is weak
Party Supplies and Craft,Kardus untuk keamanan packing,Kota Surabaya,1030,4.8,8490,3864,1,kardus bekas dijual. itupun masih rusak susu nya,Negative,Anger,used cardboard for sale.and even then still damaged milk
Party Supplies and Craft,Kardus untuk keamanan packing,Kota Surabaya,1030,4.8,8490,3864,1,pengiriman sangat lama,Negative,Anger,very long delivery
Party Supplies and Craft,Kardus untuk keamanan packing,Kota Surabaya,1030,4.8,8490,3864,1,WORST SERVICE!!!!!!,Negative,Anger,Worst Service !!!!!!
Party Supplies and Craft,Kardus untuk keamanan packing,Kota Surabaya,1030,4.8,8490,3864,1,"order minggu sampainya rabu, lambat nya minta ampuun, di tanyain baru info kalau overload orderan, itupun baru selasa dikirim, ga ada konfirmasi awal kalau overload orderan. ga tanggungjawab.",Negative,Anger,"The week order until Wednesday, slowly asking for forgiveness, asked about the new info if overloading orders, and even then only Tuesday was sent, there was no initial confirmation when overloading orders.no responsibility."
Party Supplies and Craft,KOREK API ELEKTRIK FINGERPRINT TOUCH LED SENSOR RECHARGEABLE IMPORT,Jakarta Utara,15999,4.8,3491,875,1,ga amanah !!,Negative,Anger,not trustworthy !!
Party Supplies and Craft,KOREK API ELEKTRIK FINGERPRINT TOUCH LED SENSOR RECHARGEABLE IMPORT,Jakarta Utara,15999,4.8,3491,875,1,pesen apa dikirim apa ????????????????????????????????????????????,Negative,Anger,what is it sent ?????????????????????????????????????????????????
Party Supplies and Craft,Custom Kartu FLAZZ BCA 2 sisi Bisa Cetak Foto / Gambar Bebas,Jakarta Barat,60000,4.9,12100,3273,1,WARNA TIDAK SESUAI DGN PERMINTAAN,Negative,Anger,The color does not match the request
Party Supplies and Craft,Custom Kartu FLAZZ BCA 2 sisi Bisa Cetak Foto / Gambar Bebas,Jakarta Barat,60000,4.9,12100,3273,1,"Parah, padahal di note sudah di kasih kalau chip di bagian belakang desain dan kalau bisa ga ada logo bca/flazznya, ga diliat sama sekali kayaknya notenya hadeeeeeeeeeeeeeeeeeeeeeeh ??, penjualnya jg kaga ramah mo ngasih tau sekedar negor langsung ngomong return aja, seolah olah complaint karena mau direturn atau di ganti duitnya padahal dikritik biar lebih baik kedepannya, bukannya minta maaf udah salah malah sok ga butuh pembeli, sumpah kesel bgt ama ini penjual sombong parah",Negative,Anger,"Even though it is already given in the note, the chip is in the back of the design and if possible there is no BCA/flazz logo, it doesn't look at all, it seems like the noteeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeuedbuyers, oaths are so frustrated by this seller"
Party Supplies and Craft,Lem Balon / Perekat Balon / Ballon Glue,Jakarta Utara,4900,4.9,19200,3204,1,Malah gak di kirim yg ini...,Negative,Anger,"In fact, it is not sent this one ..."
Party Supplies and Craft,Kukakey Strap Gantungan Kunci Mobil Motor Bracelet Cars Key Chain Rope - Short Black,Kota Tangerang,39500,4.9,5636,2366,1,"barang cuma 25 rebu, masa kudu di video in pas unboxing. Sudah menjadi tugas QC utk cek dengan teliti, apakah barang yg dikirim sudah lengkap atau belum. Parahhh",Negative,Anger,"Items are only 25 rebu, the period must be in the video in unboxing.It is the QC's task to check carefully, whether the goods sent are complete or not.Parahhh"
Party Supplies and Craft,Kukakey Strap Gantungan Kunci Mobil Motor Bracelet Cars Key Chain Rope - Short Black,Kota Tangerang,39500,4.9,5636,2366,1,jelek,Negative,Anger,Bad
Party Supplies and Craft,Kukakey Strap Gantungan Kunci Mobil Motor Bracelet Cars Key Chain Rope - Short Black,Kota Tangerang,39500,4.9,5636,2366,1,Udah beli banyak ada 1 yg rusak mau tukar ga bisa pake belibet aturan cape deh,Negative,Anger,"I've bought a lot of 1 that is broken, you want to exchange it, you can't use the cape rules"
Party Supplies and Craft,Plastik Mika Kaku Bening (PET) Meteran - 0.3mm.,Jakarta Barat,8400,4.9,17200,1670,1,bolong bolong ada minyak2nya gitu Jelek,Negative,Anger,bolong bolong ada minyak2nya gitu Jelek
Party Supplies and Craft,Plastik Mika Kaku Bening (PET) Meteran - 0.3mm.,Jakarta Barat,8400,4.9,17200,1670,1,barang ga mulus banyak bekas tekukan seperti beli sampah aja,Negative,Anger,Items are not smooth a lot of curves such as just buying trash
Party Supplies and Craft,Lem balon / perekat balon / glue dot ballon / tempelan balon,Jakarta Barat,3000,4.9,7911,1094,1,"Hadeh ini lagi, lemnya aja gak rata tuh di double tapenya????",Negative,Anger,"Hadeh this again, the glue is not flat on the double tapenya ????"
Party Supplies and Craft,Bubble Wrap,Jakarta Pusat,3600,4.8,10700,2237,1,"awal udah checkout procecor, sama admin disuruh beli bubblewrap biar aman, yaudah checkout bubblewrap deh beli. pas paket udh dateng malah cuman bubble wrap doang wkwk, kocak nih toko. mana prosesor yang dicheckout duluan malah belum dateng lagi, hadehh",Negative,Anger,"Early in checkout proceecor, the same admin was told to buy bubblewrap to be safe, yeah, check out the bubblewrap deh.When the package came, I just just bubble wrap, just a hilarious shop.Where is the checkout processor first even not yet come, hadehh"
Party Supplies and Craft,Bubble Wrap,Jakarta Pusat,3600,4.8,10700,2237,1,gajelas,Negative,Anger,not clear
Party Supplies and Craft,BUBBLEWRAP BENING 30CM X 50M BUBBLE WRAP PUTIH BUBLE PLASTIK BANDUNG,Kota Bandung,26430,5.0,7025,1986,1,"pantes murah bubble wrap nya tipis, kirain tebel. nyesel order dimari!!",Negative,Anger,"Pantes cheap bubble wrap is thin, I think thick.regret order here !!"
Party Supplies and Craft,Bubble Wrap Packing Tambahan,Kab. Tangerang,2000,4.7,1821,800,1,"minta rak tudung 4 tingkat yg di bubble malah celana dalem yg di dalam, baca pesannya dong.. mikir...",Negative,Anger,"ask for a 4 -level hood shelf that is bubble instead of the inside pants inside, read the message please ... think ..."
Party Supplies and Craft,Bubble Wrap Packing Tambahan,Kab. Tangerang,2000,4.7,1821,800,2,"Ga guna, sebelum dilapis ini hrusnya dilapis kardus lah minimal.",Negative,Anger,"Ga guna, sebelum dilapis ini hrusnya dilapis kardus lah minimal."
Party Supplies and Craft,KOREK API ELEKTRIK FINGERPRINT TOUCH LED SENSOR RECHARGEABLE IMPORT,Jakarta Utara,15999,4.8,3495,877,1,ga amanah !!,Negative,Anger,not trustworthy !!
